Epoch,Time (seconds),Train Loss (Latency),Train Loss (PDR),Total Train Loss,Val Loss (Latency),Val Loss (PDR),Total Val Loss,Train RMSE (Latency),Train RMSE (PDR),Total Train RMSE,Val RMSE (Latency),Val RMSE (PDR),Total Val RMSE
43,9.457746028900146,0.009909403510391712,5.403348768595606e-05,0.009963574819266796,0.008707001805305481,1.4131504030956421e-05,0.008724483661353588,0.22781789302825928,0.6150293350219727,0.09981770794436624,0.20662778615951538,0.003690756391733885,0.09340494452304754
44,9.758594751358032,0.009955471381545067,5.8835241361521184e-05,0.010014561004936695,0.00857613142579794,2.3359445549431257e-05,0.008603192865848541,0.2279328852891922,0.6150176525115967,0.10007277854110325,0.20861507952213287,0.004800804890692234,0.09275339813639466
45,9.547614336013794,0.009844820946455002,5.440798122435808e-05,0.009898370131850243,0.008876054547727108,1.3023449355387129e-05,0.008893003687262535,0.22800064086914062,0.615066409111023,0.09949055297790962,0.20987817645072937,0.0035167736932635307,0.09430272364710647
46,9.37981104850769,0.009882762096822262,5.555961251957342e-05,0.00993867963552475,0.008633764460682869,1.9109045751974918e-05,0.008656525053083897,0.22815129160881042,0.6148973703384399,0.09969292670758918,0.20660164952278137,0.004147496540099382,0.09304044847851872
47,9.405222654342651,0.009870062582194805,5.313037399901077e-05,0.009922957047820091,0.008533976972103119,4.692301445174962e-05,0.008584566414356232,0.22806404531002045,0.6150279641151428,0.09961404041509456,0.20886671543121338,0.006742466241121292,0.09265293527113014
48,9.538787603378296,0.009844056330621243,5.864126069354825e-05,0.009900389239192009,0.008557421155273914,0.0006731997127644718,0.009234247729182243,0.22802843153476715,0.615170955657959,0.09950069969197206,0.1991356462240219,0.025835653766989708,0.0960949932576211
49,9.396125316619873,0.009904002770781517,6.0542970459209755e-05,0.009964587166905403,0.008831233717501163,4.0055689169093966e-05,0.008875091560184956,0.22799931466579437,0.6153187155723572,0.09982277879775439,0.2083256095647812,0.0061998493038117886,0.09420770435683568
50,9.215281963348389,0.00981045886874199,5.423628681455739e-05,0.009864762425422668,0.008672620169818401,1.624339711270295e-05,0.008692506700754166,0.22779729962348938,0.615362286567688,0.09932151038633408,0.21016213297843933,0.0038409915287047625,0.09323361357769078
51,9.265083074569702,0.009845055639743805,5.5518303270218894e-05,0.009900824166834354,0.008734996430575848,2.0454521290957928e-05,0.008759255520999432,0.22806918621063232,0.6149189472198486,0.09950288521864255,0.21252359449863434,0.004480560775846243,0.09359089443423133
52,9.451920986175537,0.009829671122133732,5.5428812629543245e-05,0.009885185398161411,0.008532602339982986,1.8291982996743172e-05,0.008554414846003056,0.22813507914543152,0.6152143478393555,0.09942426966370642,0.20692093670368195,0.004223211202770472,0.09249007971670829
53,9.710239171981812,0.009817956015467644,5.153541496838443e-05,0.009869364090263844,0.008707305416464806,1.529714063508436e-05,0.008726409636437893,0.22793306410312653,0.6153465509414673,0.09934467318514789,0.21251612901687622,0.0037486462388187647,0.09341525376745434
54,9.489286422729492,0.009783877059817314,5.506370871444233e-05,0.009839050471782684,0.00869532860815525,2.4755056074354798e-05,0.008723437786102295,0.22808299958705902,0.6154739856719971,0.09919198794147985,0.21296483278274536,0.004886284936219454,0.09339934574772082
55,9.444970846176147,0.009854307398200035,5.1477367378538474e-05,0.00990559346973896,0.008749483153223991,2.7602836780715734e-05,0.008781086653470993,0.2284155935049057,0.6150869727134705,0.09952684798454615,0.20713108777999878,0.005185612011700869,0.09370745249696522
56,9.420418977737427,0.009823057800531387,5.28023301740177e-05,0.009876168332993984,0.009288432076573372,3.394314626348205e-05,0.009326327592134476,0.22817109525203705,0.6152335405349731,0.09937891291915998,0.21639388799667358,0.005767443682998419,0.09657291334600233
57,9.310195922851562,0.009804574772715569,5.784695167676546e-05,0.009862205944955349,0.008515801280736923,2.9782388082821853e-05,0.008549190126359463,0.22810758650302887,0.6152817010879517,0.0993086398303559,0.20838285982608795,0.005430735647678375,0.09246183064572897
58,9.435432434082031,0.009815323166549206,5.4366260883398354e-05,0.009869913570582867,0.008535046130418777,3.991418634541333e-05,0.008578586392104626,0.22798603773117065,0.6151860952377319,0.09934743867147691,0.2047836035490036,0.006056305952370167,0.0926206585600892
59,9.448881387710571,0.00979459099471569,5.776731268269941e-05,0.009852712042629719,0.00854872539639473,2.145179496437777e-05,0.008573907427489758,0.22815969586372375,0.614639937877655,0.09926082833942965,0.209589883685112,0.004613736644387245,0.09259539636229092
